Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,Postal_Code,Latitude,Longitude
British Columbia,High Wage,K & W Glass Innovations Ltd.,"Port Coquitlam, BC V3C 6G5",73111-Glaziers,Unknown,1,1,V3C 6G5,49.2436,-122.7865
British Columbia,High Wage,K Sidhu Contracting Ltd.,"Nanaimo, BC V9R 1P2",75110-Construction trades helpers and labourers,Unknown,1,2,V9R 1P2,49.1609,-123.9825
British Columbia,High Wage,K.P. LABOUR CONTRACTOR LTD.,"Surrey, BC V3W 3A8",13100-Administrative officers,Unknown,1,1,V3W 3A8,49.141,-122.8569
British Columbia,High Wage,Kachvi Crystals Ltd,"Prince George, BC V2N 2S9",60020-Retail and wholesale trade managers,Unknown,1,1,V2N 2S9,53.6408,-122.954
British Columbia,High Wage,Kaisereck Delicatessen,"Vancouver, BC V6H 3R9",60030-Restaurant and food service managers,Unknown,1,1,V6H 3R9,49.2559,-123.1322
British Columbia,High Wage,Kamloops Lubricants Ltd.,"Kamloops, BC V2C 1L1",60020-Retail and wholesale trade managers,Unknown,1,1,V2C 1L1,50.5437,-120.0937
British Columbia,High Wage,Kardium Inc.,"Burnaby, BC V5J 0B6",11201-Professional occupations in business management consulting,Unknown,1,1,V5J 0B6,49.2038,-122.9921
British Columbia,High Wage,Kardium Inc.,"Burnaby, BC V5J 0B6",22310-Electrical and electronics engineering technologists and technicians,Unknown,1,1,V5J 0B6,49.2038,-122.9921
British Columbia,High Wage,Karoshi Productions Canada Inc,"Burnaby, BC V5A 2Z4",65329-Other service support occupations,Unknown,1,1,V5A 2Z4,49.264,-122.9369
British Columbia,High Wage,Kay Restaurant Ltd,"North Vancouver, BC V7M 2E8",62200-Chefs,Unknown,1,1,V7M 2E8,49.3222,-123.0834
British Columbia,High Wage,KBK RESTAURANT LTD.,"Abbotsford, BC V2T 0H5",60030-Restaurant and food service managers,Unknown,1,1,V2T 0H5,49.0384,-122.3485
British Columbia,High Wage,KCP Concrete Pumps Ltd.,"Langley, BC V3A 4N5",60020-Retail and wholesale trade managers,Unknown,1,1,V3A 4N5,49.0997,-122.6526
British Columbia,High Wage,Kelly's Hospitality Inc.,"Surrey, BC V3W 5A5",62010-Retail sales supervisors,Unknown,1,1,V3W 5A5,49.141,-122.8569
British Columbia,High Wage,Kelowna Gymnastix Inc,"Kelowna, BC V1Y 5V5","41406-Recreation, sports and fitness policy researchers, consultants and program officers",Unknown,1,2,V1Y 5V5,49.8928,-119.4852
British Columbia,High Wage,KELTEK CONCRETE LTD,"Coquitlam, BC V3E 0J6",72310-Carpenters,Unknown,2,2,V3E 0J6,49.3167,-122.7384
British Columbia,High Wage,Kevan The Plumber LTD,"Kitimat, BC V8G 3Z4",72300-Plumbers,Unknown,1,1,V8G 3Z4,54.5163,-128.6035
British Columbia,High Wage,Kevington Building Corp. Ltd.,"Vancouver, BC V6K 3C5",73113-Floor covering installers,Unknown,1,1,V6K 3C5,49.2646,-123.1648
British Columbia,High Wage,Key-West Asphalt (333) Ltd.,"Abbotsford, BC V2T 6L5",70010-Construction managers,Unknown,1,2,V2T 6L5,49.0384,-122.3485
British Columbia,High Wage,KG CORNERSTORES (#4) LTD.,"Prince George, BC V2K 5C5",60020-Retail and wholesale trade managers,Unknown,1,1,V2K 5C5,54.0508,-122.9221
British Columbia,High Wage,KG Timber Mart Ltd.,"Prince George, BC V2K 3B8",13110-Administrative assistants,Unknown,1,1,V2K 3B8,54.0508,-122.9221
British Columbia,High Wage,KGT ENTERPRISES LTD.,"Invermere, BC V0A 1K2",63201-Butchers - retail and wholesale,Unknown,1,1,V0A 1K2,51.2994,-116.939
British Columbia,High Wage,Khaira Bros. Plumbing & Heating Ltd.,"Surrey, BC V3R 6W1",72300-Plumbers,Unknown,1,3,V3R 6W1,49.1948,-122.8131
British Columbia,High Wage,Kids Park Childcare Inc.,"Parksville, BC V9P 1M5",42202-Early childhood educators and assistants,Unknown,2,2,V9P 1M5,49.3163,-124.3194
British Columbia,High Wage,KIMBROS153&INVESTMENT LTD,"North Vancouver, BC V7M 2K3",62200-Chefs,Unknown,1,1,V7M 2K3,49.3222,-123.0834
British Columbia,High Wage,Kimola Construction Ltd,"Maple Ridge, BC V2W 0H9",72310-Carpenters,Unknown,1,1,V2W 0H9,49.2068,-122.4851
British Columbia,High Wage,Kim's BBQ Schoolhouse Ltd.,"Coqutilam, BC V3K 6V7",62200-Chefs,Unknown,1,1,V3K 6V7,49.2366,-122.8521
British Columbia,High Wage,Kinematics Sports Medicine and Rehab Inc.,"Vancouver, BC V6E 4A6",13112-Medical administrative assistants,Unknown,1,1,V6E 4A6,49.2833,-123.1298
British Columbia,High Wage,Kinetic Environmental Limited,"Victoria, BC V8T 1Z4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V8T 1Z4,48.4392,-123.3566
British Columbia,High Wage,King Alignment & Truck Repair Ltd.,"Surrey, BC V3W 0K8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V3W 0K8,49.141,-122.8569
British Columbia,High Wage,King Heating Products Inc,"Surrey, BC V3Z 3X1",62100-Technical sales specialists - wholesale trade,Unknown,1,1,V3Z 3X1,49.1064,-122.8251
British Columbia,High Wage,KingFisher Boats Inc.,"Vernon, BC V1B 3W6","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1,V1B 3W6,50.084,-118.938
British Columbia,High Wage,KIREI Cleaning & Building Maintenance Ltd.,"Langley, BC V2Y 0Y9",62024-Cleaning supervisors,Unknown,1,1,V2Y 0Y9,49.1285,-122.6236
British Columbia,High Wage,Kirmac Automotive Collision Systems (Canada) Inc,"Coquitlam, BC V3B 1B8","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,4,V3B 1B8,49.274,-122.7649
British Columbia,High Wage,Kisik Aerial Survey Inc,"Delta, BC V4K 0A5",72404-Aircraft mechanics and aircraft inspectors,Unknown,1,1,V4K 0A5,49.0986,-123.0318
British Columbia,High Wage,KJH Langley sushimori Restaurant Ltd,"LANGLEY, BC V2Y 1A5",63200-Cooks,Unknown,1,2,V2Y 1A5,49.1285,-122.6236
British Columbia,High Wage,KNB ACCOUNTING & TAXATION INC.,"DELTA, BC V4C 5T2",12200-Accounting technicians and bookkeepers,Unknown,1,1,V4C 5T2,49.1551,-122.9124
British Columbia,High Wage,KNC RESTAURANT LTD,"Surrey, BC V3S 3Y2",60030-Restaurant and food service managers,Unknown,1,1,V3S 3Y2,49.0791,-122.7553
British Columbia,High Wage,Knowledge Box Education Services Inc,"Surrey, BC V3W 1A4",21222-Information systems specialists,Unknown,1,1,V3W 1A4,49.141,-122.8569
British Columbia,High Wage,KOHINOOR DEVELOPMENT LTD.,"VANCOUVER, BC V5X 3T5",72310-Carpenters,Unknown,1,2,V5X 3T5,49.2156,-123.0979
British Columbia,High Wage,KONDOLAS FURNITURE TERRACE LTD.,"Terrace, BC V8G 2M6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V8G 2M6,54.5163,-128.6035
British Columbia,High Wage,Korol Marine Services,"Campbell River, BC V9W 2X8",72999-Other technical trades and related occupations,Unknown,1,1,V9W 2X8,50.0769,-125.5909
British Columbia,High Wage,KP CLEANING GROUP INCORPORATED,"Vancouver, BC V6Z 3G2",62024-Cleaning supervisors,Unknown,1,2,V6Z 3G2,49.2767,-123.13
British Columbia,High Wage,KSNG Enterprises Ltd.,"Vancouver, BC V5R 4G8",60030-Restaurant and food service managers,Unknown,1,1,V5R 4G8,49.2397,-123.0407
British Columbia,High Wage,KSS Drywall and Construction Ltd.,"Surrey, BC V3V 4L4",75110-Construction trades helpers and labourers,Unknown,1,3,V3V 4L4,49.1889,-122.873
British Columbia,High Wage,KT Pizza Group Inc.,"Kitimat, BC V8C 1T6",60030-Restaurant and food service managers,Unknown,1,1,V8C 1T6,54.0524,-128.6534
British Columbia,High Wage,KTL Transport Inc,"Richmond, BC V6W 0A2",73300-Transport truck drivers,Unknown,1,1,V6W 0A2,49.1534,-123.048
British Columbia,High Wage,KUNON Landscape & Design Ltd.,"Burnaby, BC V3N 4Z3",22114-Landscape and horticulture technicians and specialists,Unknown,1,1,V3N 4Z3,49.2275,-122.9301
British Columbia,High Wage,L & J Diamond Maintenance Inc.,"Kamloops, BC V2B 8N9",62024-Cleaning supervisors,Unknown,1,1,V2B 8N9,50.8869,-120.7357
British Columbia,High Wage,L&Z RESORT COMPANY LTD,"Hope, BC V0X 1L0",60031-Accommodation service managers,Unknown,1,1,V0X 1L0,49.3688,-120.6569
British Columbia,High Wage,La Baguette Catering ltd,"Revelstoke, BC V0E 2S0",62020-Food service supervisors,Unknown,2,2,V0E 2S0,51.505,-119.2034
British Columbia,High Wage,La Baguette Catering ltd,"Revelstoke, BC V0E 2S0",62024-Cleaning supervisors,Unknown,1,1,V0E 2S0,51.505,-119.2034
British Columbia,High Wage,LA PETITE SPA,"SMITHERS, BC V0J 2N0",60040-Managers in customer and personal services,Unknown,1,1,V0J 2N0,55.9964,-126.8574
British Columbia,High Wage,Laing Roofing Ltd.,"Kelowna, BC V1V 3C2",72102-Sheet metal workers,Unknown,1,2,V1V 3C2,49.9497,-119.4339
British Columbia,High Wage,Laing Roofing Ltd.,"Kelowna, BC V1V 3C2",73110-Roofers and shinglers,Unknown,2,4,V1V 3C2,49.9497,-119.4339
British Columbia,High Wage,Lakhe Wale Jewellers Ltd.,"Surrey, BC V3W 0E6",60020-Retail and wholesale trade managers,Unknown,1,1,V3W 0E6,49.141,-122.8569
British Columbia,High Wage,LALLI BRO’S EXPRESS,"SURREY, BC V3W 4E9",73300-Transport truck drivers,Unknown,1,20,V3W 4E9,49.141,-122.8569
British Columbia,High Wage,Lally Bros Holding Ltd,"Richmond, BC V6V 1M8","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V6V 1M8,49.1853,-123.0386
British Columbia,High Wage,Lambda Industries Inc.,"Chilliwack, BC V2R 0G5",60030-Restaurant and food service managers,Unknown,1,1,V2R 0G5,49.076,-121.9883
British Columbia,High Wage,Langley Auto Detailing Centre Ltd.,"Langley, BC V3A 7Z5",62024-Cleaning supervisors,Unknown,1,1,V3A 7Z5,49.0997,-122.6526
British Columbia,High Wage,Lanson's Drywall Systems Ltd.,"Nanaimo, BC V9S 5Y2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,V9S 5Y2,49.1886,-123.963
British Columbia,High Wage,Lashadore Beauty Inc.,"Coquitlam, BC V3B 0A7",60040-Managers in customer and personal services,Unknown,1,1,V3B 0A7,49.274,-122.7649
British Columbia,High Wage,Lasnier Wallace Construction Inc.,"North Vancouver, BC V7P 1R3",72310-Carpenters,Unknown,1,2,V7P 1R3,49.322,-123.1149
British Columbia,High Wage,LEARNINGWISE EDUCATION INC.,"VANCOUVER, BC V6Z 0E5",41200-University professors and lecturers,Unknown,1,1,V6Z 0E5,49.2767,-123.13
British Columbia,High Wage,Life Science Nutritionals inc.,"VANCOUVER, BC V6C 2X8",22302-Industrial engineering and manufacturing technologists and technicians,Corporation,1,1,V6C 2X8,49.2866,-123.1158
British Columbia,High Wage,Life Science Nutritionals inc.,"VANCOUVER, BC V6C 2X8",72400-Construction millwrights and industrial mechanics,Corporation,1,1,V6C 2X8,49.2866,-123.1158
British Columbia,High Wage,Life space interior design,"Port Coquitlam, BC V3C 1K5","92024-Supervisors, other products manufacturing and assembly",Unknown,1,1,V3C 1K5,49.2436,-122.7865
British Columbia,High Wage,Lift Auto,"Kelowna, BC V1W 1V3",60020-Retail and wholesale trade managers,Unknown,1,1,V1W 1V3,49.812,-119.5076
British Columbia,High Wage,Lightmo Logistics Ltd,"Kelowna, BC V1X 7P4","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1,V1X 7P4,50.0528,-119.2858
British Columbia,High Wage,Limen Masonry 2013 Ltd.,"Maple Ridge, BC V4R 2R7",72320-Bricklayers,Unknown,2,3,V4R 2R7,49.2903,-122.5169
British Columbia,High Wage,LINHAN DESIGN & INTERIORS CO. LTD.,"Vancouver, BC V6P 6G2",51110-Editors,Unknown,1,1,V6P 6G2,49.2151,-123.1396
British Columbia,High Wage,LION FRAME FILMS LTD.,"SURREY, BC V3W 0H6",52113-Audio and video recording technicians,Unknown,1,1,V3W 0H6,49.141,-122.8569
British Columbia,High Wage,LIQUOR DISCOUNTER SCOTT ROAD LTD,"DELTA, BC V4C 6R2",62010-Retail sales supervisors,Unknown,1,1,V4C 6R2,49.1551,-122.9124
British Columbia,High Wage,LIUYISHOU INTERNATIONAL MANAGEMENT COMPANY (CANADA) LTD.,"Richmond, BC V6X 2T1",12101-Human resources and recruitment officers,Unknown,1,1,V6X 2T1,49.1836,-123.1168
British Columbia,High Wage,LIWAN INTERNATIONAL PROPERTY LTD,"BURNABY, BC V5H 4W8",10019-Other administrative services managers,Unknown,1,3,V5H 4W8,49.2302,-122.9952
British Columbia,High Wage,Locher Evers International Inc,"Delta, BC V3M 6A5",13201-Production and transportation logistics coordinators,Unknown,1,6,V3M 6A5,49.1886,-122.9384
British Columbia,High Wage,Locher Evers International Inc,"Delta, BC V3M 6A5",75101-Material handlers,Unknown,1,6,V3M 6A5,49.1886,-122.9384
British Columbia,High Wage,LOGIN EDUCATION INC.,"Burnaby, BC V5C 6P6",13100-Administrative officers,Unknown,1,1,V5C 6P6,49.274,-123.0074
British Columbia,High Wage,Logos Holdings Ltd,"Vancouver, BC V5Y 3C3",12200-Accounting technicians and bookkeepers,Unknown,1,1,V5Y 3C3,49.2492,-123.1104
British Columbia,High Wage,London Drugs Limited,"Richmond, BC V7A 4X5",12200-Accounting technicians and bookkeepers,Unknown,1,1,V7A 4X5,49.1205,-123.1171
British Columbia,High Wage,LPT CONTRACTING LTD.,"Burnaby - BC, BC V3N 1P7",73101-Tilesetters,Unknown,1,1,V3N 1P7,49.2275,-122.9301
British Columbia,High Wage,LU LU KITCHEN (2022) LTD,"Coquitlam, BC V5E 3J7",60030-Restaurant and food service managers,Unknown,1,1,V5E 3J7,49.2272,-122.9574
British Columbia,High Wage,Luen Sings Foods Company Inc.,"Richmond, BC V7A 4S5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V7A 4S5,49.1205,-123.1171
British Columbia,High Wage,LULULEMON ATHLETICA CANADA INC.,"Vancouver, BC V6J 1C7",55109-Other performers,Unknown,4,10,V6J 1C7,49.2603,-123.146
British Columbia,High Wage,Lumi HVAC Ltd.,"Richmond, BC V6V 2H1",22303-Construction estimators,Unknown,1,1,V6V 2H1,49.1853,-123.0386
British Columbia,High Wage,Lungtueng Enterprise Inc.,"Richmond, BC V6X 3Z9",62020-Food service supervisors,Unknown,1,1,V6X 3Z9,49.1836,-123.1168
British Columbia,High Wage,M & S HOLDINGS LTD. LIONS GATE FABRICARE CLEANERS,"NORTH VANCOUVER, BC V7P 1E4",60040-Managers in customer and personal services,Unknown,1,1,V7P 1E4,49.322,-123.1149
British Columbia,High Wage,M S B TRADING LTD.,"BURNABY, BC V5A 2H5",60020-Retail and wholesale trade managers,Unknown,2,2,V5A 2H5,49.264,-122.9369
British Columbia,High Wage,M&D BUILDING MAINTENANCE LTD,"DELTA, BC V4E 2V3",73201-General building maintenance workers and building superintendents,Unknown,1,1,V4E 2V3,49.1197,-122.9056
British Columbia,High Wage,M. YASIN & CO. INC.,"Vancouver, BC V5R 5L5",12200-Accounting technicians and bookkeepers,Unknown,1,1,V5R 5L5,49.2397,-123.0407
British Columbia,High Wage,M.J.C. Enterprises Ltd.,"Victoria, BC V8T 5E4",60030-Restaurant and food service managers,Unknown,1,1,V8T 5E4,48.4392,-123.3566
British Columbia,High Wage,MA NARANG HOLDINGS INC.,"Nanaimo, BC V9T 1W1",62020-Food service supervisors,Unknown,1,1,V9T 1W1,49.2146,-124.02
British Columbia,High Wage,Madeleine(Kerrisdale) Investments Ltd.,"Vancouver, BC V6M 1Z6",60030-Restaurant and food service managers,Unknown,1,1,V6M 1Z6,49.2344,-123.1451
British Columbia,High Wage,Maharaja Catering Ltd.,"Surrey, BC V3W 1R1",60030-Restaurant and food service managers,Unknown,1,1,V3W 1R1,49.141,-122.8569
British Columbia,High Wage,MAINLAND LUBE EXPRESS SERVICE LTD.,"Surrey, BC V3W 4Z5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2,V3W 4Z5,49.141,-122.8569
British Columbia,High Wage,Mako Wood Furniture Inc.,"Surrey, BC V3W 2V9",13110-Administrative assistants,Unknown,1,2,V3W 2V9,49.141,-122.8569
British Columbia,High Wage,Malinis - The Intelligent Cleaner's Ltd.,"Richmond, BC V6V 0C3",13110-Administrative assistants,Unknown,1,1,V6V 0C3,49.1853,-123.0386
British Columbia,High Wage,Malwa Motels Inc,"Golden, BC V0A 1H1","62022-Accommodation, travel, tourism and related services supervisors",Unknown,1,1,V0A 1H1,51.2994,-116.939
British Columbia,High Wage,Man Enough Productions Inc.,"Langley, BC V1M 3C8","52119-Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",Corporation,1,1,V1M 3C8,49.1661,-122.5792
British Columbia,High Wage,Manna International Trading Ltd.,"Coquitlam, BC V3K 6Z6",62101-Retail and wholesale buyers,Unknown,1,1,V3K 6Z6,49.2366,-122.8521
British Columbia,High Wage,Manvir Purewal Physiotherapist Corp.,"Surrey, BC V3V 0C6",13110-Administrative assistants,Unknown,1,1,V3V 0C6,49.1889,-122.873
British Columbia,High Wage,Maple Hill School Inc,"Richmond, BC V6Y 2G5",43100-Elementary and secondary school teacher assistants,Unknown,1,1,V6Y 2G5,49.17,-123.1368
British Columbia,High Wage,MARITIME STEAMSHIP ASSISTANTS INC,"Richmond, BC V7A 5H5",70020-Managers in transportation,Unknown,1,1,V7A 5H5,49.1205,-123.1171
British Columbia,High Wage,Mark Anthony Group Inc.,"Vancouver, BC V5T 4T5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V5T 4T5,49.262,-123.0923
British Columbia,High Wage,Marquee S Construction and Developments Ltd,"SURREY, BC V3W 3A6","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V3W 3A6,49.141,-122.8569
British Columbia,High Wage,Marty Majerski Personal Real Estate Corporation,"Vancouver, BC V5V 3R8",13110-Administrative assistants,Unknown,1,1,V5V 3R8,49.248,-123.0913
British Columbia,High Wage,Maskeen Projects Inc,"Surrey, BC V3X 1G1",72310-Carpenters,Unknown,1,4,V3X 1G1,49.1067,-122.8576
British Columbia,High Wage,Masonlift Ltd,"Delta, BC V3M 6P7","72423-Motorcycle, all-terrain vehicle and other related mechanics",Unknown,1,1,V3M 6P7,49.1886,-122.9384
British Columbia,High Wage,Massoud Holdings Ltd.,"Enderby, BC V0E 1V0",60030-Restaurant and food service managers,Unknown,1,1,V0E 1V0,51.505,-119.2034
British Columbia,High Wage,Massoud Holdings Ltd.,"Enderby, BC V0E 1V0",62020-Food service supervisors,Unknown,1,1,V0E 1V0,51.505,-119.2034
British Columbia,High Wage,MASTER DRYWALL LTD.,"Surrey, BC V3S 0Z4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V3S 0Z4,49.0791,-122.7553
British Columbia,High Wage,Masters Realty (2000) Inc.,"West Vancouver, BC V7T 1C3",11100-Financial auditors and accountants,Unknown,1,1,V7T 1C3,49.3322,-123.1417
British Columbia,High Wage,Matrix Metal Inc.,"Burnaby, BC V5J 5A4",22303-Construction estimators,Unknown,1,1,V5J 5A4,49.2038,-122.9921
British Columbia,High Wage,Mauve Hair & Beauty Ltd.,"Richmond, BC V6Y 4M8",60040-Managers in customer and personal services,Unknown,1,1,V6Y 4M8,49.17,-123.1368
British Columbia,High Wage,MBG Buildings Inc,"Surrey, BC V3S 5K7","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,V3S 5K7,49.0791,-122.7553
British Columbia,High Wage,MDA,"VANCOUVER, BC V6C 2X8",22310-Electrical and electronics engineering technologists and technicians,Corporation,1,1,V6C 2X8,49.2866,-123.1158
British Columbia,High Wage,MDI CONCRETE LTD.,"Maple Ridge, BC V2X 0Z2",73100-Concrete finishers,Unknown,1,2,V2X 0Z2,49.2196,-122.6164
British Columbia,High Wage,MDRT Financial Service Corp,"Vancouver, BC V6P 6G5",13100-Administrative officers,Unknown,1,1,V6P 6G5,49.2151,-123.1396
British Columbia,High Wage,Medico Construction & Design Ltd,"Richmond, BC V6W 1J9",72200-Electricians (except industrial and power system),Unknown,1,1,V6W 1J9,49.1534,-123.048
British Columbia,High Wage,Medico Construction & Design Ltd,"Richmond, BC V6W 1J9",72300-Plumbers,Unknown,1,1,V6W 1J9,49.1534,-123.048
British Columbia,High Wage,Medico Construction & Design Ltd,"Richmond, BC V6W 1J9","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,1,V6W 1J9,49.1534,-123.048
British Columbia,High Wage,Mega Global Marketing Inc,"Richmond, BC V6X 3Z7","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V6X 3Z7,49.1836,-123.1168
British Columbia,High Wage,Mehar's Son Framing Ltd.,"Burnaby, BC V5C 3E9",72310-Carpenters,Unknown,1,1,V5C 3E9,49.274,-123.0074
British Columbia,High Wage,Mercury Transport Inc,"West Vancouver, BC V7W 0A4","72602-Deck officers, water transport",Unknown,1,1,V7W 0A4,49.3615,-123.2627
